Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
"Alquiler de Piso en calle de Bilbao, 110",3990.0,"El Poblenou, Barcelona",Profesional,3.0,151.0,exterior,17.0,1.0,Garage optional,"151 m² construidos, 150 m² útiles
3 habitaciones
2 baños
Terraza
Plaza de garaje por 100 €/mes adicionales
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Dúplex en calle de Lope de Vega,2350.0,"El Poblenou, Barcelona",Profesional,1.0,75.0,exterior,Entreplanta,1.0,,"75 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en Passatge de Saladrigas, 8 ---12",2800.0,"El Poblenou, Barcelona",Profesional,2.0,83.0,interior,Bajo,1.0,,"83 m² construidos, 82 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Dúplex en calle de Lope de Vega,2350.0,"El Poblenou, Barcelona",Profesional,1.0,75.0,exterior,Bajo,1.0,,"75 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en La Verneda i la Pau,1295.0,"Sant Martí, Barcelona",Profesional,2.0,89.0,,,1.0,,"89 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado"
Alquiler de Piso en calle de Pallars,3250.0,"El Poblenou, Barcelona",Profesional,2.0,75.0,exterior,2.0,1.0,Garage optional,"75 m² construidos
2 habitaciones
2 baños
Plaza de garaje por 200 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Fluvià,2400.0,"Provençals del Poblenou, Barcelona",Profesional,2.0,55.0,exterior,2.0,1.0,,"55 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Bilbao,3200.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,1.0,1.0,,"70 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Vidal i de Valenciano,2330.0,"El Poblenou, Barcelona",Profesional,1.0,45.0,exterior,1.0,1.0,,"45 m² construidos, 40 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Bilbao,3200.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,1.0,1.0,,"70 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en badajoz, 67",2915.0,"El Poblenou, Barcelona",Profesional,2.0,74.0,exterior,2.0,1.0,,"74 m² construidos, 73 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en El Camp de l'Arpa del Clot,1600.0,"Sant Martí, Barcelona",Particular,2.0,64.0,exterior,2.0,1.0,Garage included,"64 m² construidos
2 habitaciones
1 baño
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada"
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,3900.0,"Sant Martí, Barcelona",Profesional,2.0,116.0,exterior,3.0,1.0,Garage included,"116 m² construidos, 100 m² útiles
2 habitaciones
3 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 2002
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Ático en El Camp de l'Arpa del Clot,1295.0,"Sant Martí, Barcelona",Profesional,2.0,59.0,exterior,9.0,1.0,,"59 m² construidos, 54 m² útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Orientación este, oeste
Construido en 1970
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en badajoz, 67",3251.0,"El Poblenou, Barcelona",Profesional,1.0,74.0,exterior,1.0,1.0,,"74 m² construidos, 73 m² útiles
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de Marià Aguiló, 36",2000.0,"El Poblenou, Barcelona",Profesional,4.0,130.0,exterior,6.0,1.0,,"130 m² construidos
4 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada"
"Alquiler de Ático en calle de Xifré, 117",1300.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,1.0,43.0,exterior,6.0,1.0,,"43 m² construidos, 42 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Veneçuela, 3",2295.0,"Provençals del Poblenou, Barcelona",Profesional,2.0,84.0,exterior,6.0,1.0,Garage optional,"84 m² construidos, 83 m² útiles
2 habitaciones
2 baños
Terraza
Plaza de garaje por 120 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en badajoz, 67",2915.0,"El Poblenou, Barcelona",Profesional,2.0,74.0,exterior,2.0,1.0,,"74 m² construidos, 73 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de Nàpols, 27",1790.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,3.0,67.0,exterior,4.0,1.0,,"67 m² construidos, 66 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en badajoz, 67",3251.0,"El Poblenou, Barcelona",Profesional,1.0,74.0,exterior,1.0,1.0,,"74 m² construidos, 73 m² útiles
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle del Perelló, 56",3000.0,"El Poblenou, Barcelona",Profesional,2.0,76.0,exterior,Bajo,1.0,,"76 m² construidos, 75 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Ático en calle de València, 619",1850.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,1.0,90.0,exterior,8.0,1.0,Garage optional,"90 m² construidos, 89 m² útiles
1 habitación
2 baños
Terraza
Plaza de garaje por 120 €/mes adicionales
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de Rogent, 48",1990.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,74.0,interior,Entreplanta,0.0,,"74 m² construidos, 73 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle de Lope de Vega,2100.0,"El Poblenou, Barcelona",Profesional,4.0,100.0,exterior,Bajo,1.0,,"100 m² construidos, 90 m² útiles
4 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Orientación sur, este
Construido en 1935
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en calle de Rogent, 69",1490.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,69.0,exterior,6.0,1.0,,"69 m² construidos, 68 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en Pont del Treball Digne, 11",1690.0,"Sant Martí de Provençals, Barcelona",Profesional,3.0,72.0,exterior,15.0,1.0,,"72 m² construidos, 71 m² útiles
3 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de la Selva de Mar,2700.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,85.0,exterior,2.0,1.0,Garage included,"85 m² construidos, 75 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en rambla del Poblenou,2825.0,"El Poblenou, Barcelona",Profesional,2.0,75.0,interior,2.0,0.0,,"75 m² construidos, 70 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Orientación sur, oeste
Cocina sin equipar y casa sin amueblar
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en avenida d'Eduard Maristany,2500.0,"El Besòs, Barcelona",Profesional,3.0,100.0,exterior,8.0,1.0,Garage included,"100 m² construidos, 95 m² útiles
3 habitaciones
2 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos, 65 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 2020
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle de Bilbao, 211",1710.0,"El Clot, Barcelona",Particular,4.0,108.0,exterior,1.0,1.0,Garage optional,"108 m² construidos
4 habitaciones
2 baños
Terraza y balcón
Plaza de garaje por 100 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de Rogent,1490.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,69.0,exterior,2.0,1.0,,"69 m² construidos, 68 m² útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Lope de Vega,1900.0,"El Poblenou, Barcelona",Profesional,2.0,60.0,exterior,5.0,1.0,,"60 m² construidos, 54 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Guipúscoa,1495.0,"Sant Martí de Provençals, Barcelona",Profesional,3.0,98.0,exterior,1.0,1.0,,"98 m² construidos, 97 m² útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
"Alquiler de Piso en calle de Bac de Roda, 5",1800.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Particular,2.0,90.0,exterior,4.0,1.0,,"90 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada"
Alquiler de Ático en calle de la Marina,2600.0,"La Vila Olímpica del Poblenou, Barcelona",Profesional,3.0,153.0,exterior,5.0,1.0,,"153 m² construidos, 112 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1992
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en plaza de Llevant, 1",6000.0,"El Besòs, Barcelona",Profesional,2.0,115.0,exterior,6.0,1.0,Garage included,"115 m² construidos, 95 m² útiles
2 habitaciones
2 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 2019
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Casa o chalet independiente en calle de l'Agricultura,1800.0,"Provençals del Poblenou, Barcelona",Profesional,3.0,90.0,,,,,"Casa o chalet independiente
2 plantas
90 m² construidos
3 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en plaza de Llevant, 1",6000.0,"El Besòs, Barcelona",Profesional,2.0,115.0,exterior,6.0,1.0,Garage included,"115 m² construidos, 95 m² útiles
2 habitaciones
2 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 2019
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en paseo de garcia fària, 75",3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,110.0,exterior,18.0,1.0,Garage included,"110 m² construidos, 95 m² útiles
3 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación este
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Llull,2750.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,75.0,,18.0,1.0,Garage included,"75 m² construidos, 70 m² útiles
2 habitaciones
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Orientación este
Construido en 2009"
Alquiler de Piso en paseo del Taulat,4500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,120.0,exterior,7.0,1.0,Garage optional,"120 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Llull,2600.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,82.0,exterior,11.0,1.0,,"82 m² construidos, 78 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 2003
Amueblado y cocina equipada
No dispone de calefacción"
"Alquiler de Piso en avenida Diagonal, 91",2150.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,85.0,exterior,6.0,1.0,Garage included,"85 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación oeste
Construido en 2009
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de la Selva de Mar,2700.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,85.0,exterior,1.0,1.0,Garage included,"85 m² construidos, 75 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle del Perelló, 60",2500.0,"El Poblenou, Barcelona",Profesional,2.0,70.0,interior,3.0,1.0,,"70 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Amueblado y cocina equipada"
"Alquiler de Estudio en calle del Doctor Trueta, 193",1738.0,"El Poblenou, Barcelona",Profesional,,30.0,exterior,2.0,1.0,,"30 m² construidos, 25 m² útiles
Sin habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Calefacción individual: Eléctrica"
Alquiler de Piso en badajoz,3027.0,"El Poblenou, Barcelona",Profesional,2.0,74.0,exterior,3.0,1.0,,"74 m² construidos, 73 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Ático en calle de Llull, 350",2650.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,92.0,exterior,19.0,1.0,Garage included,"92 m² construidos, 83 m² útiles
2 habitaciones
1 baño
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 2003
Amueblado y cocina equipada
Calefacción central: Gas"
"Alquiler de Piso en calle de Llull, 356",3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,75.0,exterior,20.0,1.0,Garage included,"75 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Provença,1750.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,2.0,72.0,exterior,4.0,1.0,,"72 m² construidos, 69 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en paseo de Garcia Fària,7500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,150.0,exterior,22.0,1.0,Garage included,"150 m² construidos
4 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 2005
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Llull,3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,1.0,74.0,exterior,20.0,1.0,Garage included,"74 m² construidos, 60 m² útiles
1 habitación
1 baño
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 2003
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Lope de Vega,2150.0,"El Clot, Barcelona",Profesional,3.0,110.0,exterior,2.0,1.0,,"110 m² construidos, 89 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1973
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Taulat,1445.0,"El Poblenou, Barcelona",Profesional,2.0,53.0,exterior,1.0,0.0,,"53 m² construidos, 52 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en calle del Taulat,2000.0,"El Poblenou, Barcelona",Profesional,1.0,63.0,exterior,Bajo,0.0,,"63 m² construidos, 53 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Construido en 2019
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Vidal i de Valenciano,2950.0,"El Poblenou, Barcelona",Profesional,1.0,56.0,exterior,1.0,1.0,Garage included,"56 m² construidos
1 habitación
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 2010
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle Gretel Ammann Martinez, 12",1800.0,"La Verneda i la Pau, Barcelona",Particular,2.0,77.0,exterior,5.0,1.0,Garage included,"77 m² construidos, 69 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Cocina equipada y casa sin amueblar
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Pamplona,1550.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,110.0,exterior,5.0,1.0,,"110 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Construido en 1910
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Vidal i de Valenciano,3850.0,"El Poblenou, Barcelona",Profesional,2.0,85.0,exterior,2.0,1.0,Garage included,"85 m² construidos, 84 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 2010
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Vidal i de Valenciano,4700.0,"El Poblenou, Barcelona",Profesional,3.0,170.0,exterior,2.0,1.0,Garage included,"170 m² construidos, 150 m² útiles
3 habitaciones
3 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 2010
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Dúplex en calle del Dos de Maig, 320",1995.0,"El Camp de l'Arpa del Clot, Barcelona",silvia,3.0,160.0,exterior,Bajo,1.0,,"160 m² construidos
3 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en Fluvia, 213",1250.0,"Sant Martí de Provençals, Barcelona",Profesional,1.0,55.0,exterior,Entreplanta,0.0,,"55 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en El Besòs,2300.0,"Sant Martí, Barcelona",Profesional,2.0,75.0,exterior,2.0,1.0,Garage included,"75 m² construidos
2 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 2018
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de la Independència, 362",1900.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,3.0,110.0,exterior,3.0,1.0,,"110 m² construidos, 100 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Construido en 2000
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle Maresme,1600.0,"El Besòs, Barcelona",Profesional,3.0,75.0,exterior,7.0,1.0,,"75 m² construidos
3 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle de Pamplona,1550.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,110.0,exterior,5.0,1.0,,"110 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Construido en 1910
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle del Perelló,2500.0,"El Poblenou, Barcelona",Profesional,2.0,73.0,exterior,2.0,1.0,,"73 m² construidos, 70 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Estudio en paseo de la Verneda, 97 bajos",1050.0,"La Verneda i la Pau, Barcelona",Jordi,,46.0,exterior,Bajo,0.0,,"46 m² construidos, 43 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Lope de Vega,2100.0,"El Poblenou, Barcelona",Profesional,1.0,55.0,exterior,2.0,1.0,,"55 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en avenida eduard maristany,3000.0,"El Besòs, Barcelona",Profesional,3.0,80.0,exterior,5.0,1.0,Garage included,"80 m² construidos
3 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 2019
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle de Badajoz,4250.0,"El Poblenou, Barcelona",Profesional,2.0,88.0,exterior,2.0,0.0,,"88 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Orientación sur, oeste
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Pere IV,2750.0,"El Poblenou, Barcelona",Profesional,3.0,90.0,exterior,5.0,1.0,,"90 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Orientación sur, oeste
Construido en 2010
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Doctor Trueta,1800.0,"El Poblenou, Barcelona",Profesional,1.0,56.0,exterior,1.0,0.0,,"56 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, oeste
Construido en 1910
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en paseo de Calvell,3750.0,"El Poblenou, Barcelona",Profesional,2.0,75.0,,7.0,1.0,Garage included,"75 m² construidos
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Calefacción central"
"Alquiler de Piso en Eduardy Maristany, 7",2000.0,"El Besòs, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,Garage included,"70 m² construidos, 54 m² útiles
2 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 2019
Cocina equipada y casa sin amueblar
Calefacción individual: Eléctrica"
"Alquiler de Ático en plaza de Llevant, 1",5500.0,"El Besòs, Barcelona",Profesional,1.0,87.0,exterior,5.0,1.0,Garage included,"87 m² construidos, 85 m² útiles
1 habitación
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Pujades,1700.0,"El Poblenou, Barcelona",Profesional,2.0,55.0,exterior,1.0,0.0,,"55 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Orientación norte, oeste
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Estudio en calle del Doctor Trueta, 195",1825.0,"El Poblenou, Barcelona",Profesional,,26.0,exterior,2.0,1.0,,"26 m² construidos
Sin habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Josep Pla,1600.0,"El Besòs, Barcelona",Profesional,3.0,105.0,exterior,2.0,1.0,,"105 m² construidos, 96 m² útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en calle del Doctor Trueta, 200",1825.0,"El Poblenou, Barcelona",Profesional,1.0,26.0,interior,2.0,1.0,,"26 m² construidos
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle de Pallars,1700.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,60.0,exterior,2.0,1.0,,"60 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 1960
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Pallars,1650.0,"El Parc i la Llacuna del Poblenou, Barcelona",Profesional,1.0,60.0,exterior,2.0,1.0,,"60 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 1960
Amueblado y cocina equipada
Calefacción central"
Alquiler de Estudio en rambla del Poblenou,1550.0,"El Poblenou, Barcelona",Profesional,,75.0,exterior,1.0,1.0,,"75 m² construidos, 70 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar
No dispone de calefacción"
Alquiler de Piso en calle de Puigcerdà,1275.0,"El Besòs, Barcelona",Profesional,1.0,14.0,,,1.0,Garage included,"14 m² construidos
1 habitación
1 baño
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Calefacción central"
Alquiler de Piso en calle del Doctor Trueta,1200.0,"El Poblenou, Barcelona",Profesional,1.0,45.0,exterior,2.0,0.0,,"45 m² construidos, 44 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Cocina equipada y casa sin amueblar"
"Alquiler de Piso en Gran Vía de Les Corts Catalanes, 1084",1800.0,"Provençals del Poblenou, Barcelona",Profesional,3.0,80.0,exterior,6.0,1.0,,"80 m² construidos
3 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada"
